,CIK NUMBER,COMPANY NAME,REPORTING FILE NUMBER,ADDRESS1,ADDRESS2,CITY,STATE CODE,ZIP CODE
3307,1683785,"MOBILITY SECURITIES, LLC",869833,"6203 SAN IGNACIO AVE., SUITE 110", ,SAN JOSE,CA,95119
3308,1684869,"HONEY BADGER INVESTMENT SECURITIES, LLC",869838,30 CORPORATE PARK SUITE 410, ,IRVINE,CA,92696
3309,1684995,MADISON GLOBAL PARTNERS LLC,869839,"350 VANDERBILT MOTOR PARKWAY, SUITE 205", ,HAUPPAUGE,NY,11788
3310,1685816,"PANTHEON SECURITIES, LLC",869844,11 TIMES SQUARE, ,NEW YORK,NY,10036
3311,1686077,"BRIGHTHOUSE SECURITIES, LLC",869845,11225 NORTH COMMUNITY HOUSE ROAD, ,CHARLOTTE,NC,28277
3312,1686086,"PALMER CAPITAL ADVISORS, LLC",869847,"39 BROADWAY, SUITE 3300",ROOM 11C,NEW YORK,NY,10006
3313,1686088,"TORTOISEECOFIN SECURITIES, LLC",869849,5100 W. 115TH PLACE, ,LEAWOOD,KS,66211
3314,1686091,"WOBD, LLC",869852,5150 EAST DUBLIN GRANVILLE RD,SUITE ONE,WESTERVILLE,OH,43081
3315,1686173,"BIRCH LAKE PARTNERS, LP",869853,71 SOUTH WACKER DRIVE SUITE 2425, ,CHICAGO,IL,60606
3316,1686268,"HERALD INVESTMENT MARKETING, LLC",869854,"GATEWAY CORPORATE CENTER, SUITE 216",223 WILMINGTON WEST CHESTER PIKE,CHADDS FORD,PA,19317
3317,1687604,"METLIFE INVESTMENTS SECURITIES, LLC",869857,ONE METLIFE WAY, ,WHIPPANY,NJ,07981-1449
3318,1688231,"SUMMIT TRAIL SECURITIES, LLC",869859,"2 GRAND CENTRAL TOWER, 140 E. 45TH STREE", ,NEW YORK,NY,10017
3319,1688232,"BEQUIA SECURITIES, LLC",869860,"22 MILL STREET, 303", ,ARLINGTON,MA,02476
3320,1688905,"STATE STREET GLOBAL MARKETS, LLC",869862,STATE STREET FINANCIAL CENTER,ONE LINCOLN STREET,BOSTON,MA,02111
3321,1688906,"CF SECURED, LLC",869863,110 EAST 59TH STREET, ,NEW YORK,NY,10022
3322,1689897,"KAVOUT SECURITIES, LLC",869866,"20 WEST RIDGEWOOD AVENUE, SUITE 9", ,RIDGEWOOD,NJ,07450
3323,1689899,"ALLIANCE-ONE INVESTMENTS, LLC",869868,700 QUAKER LANE, ,WARWICK,RI,02886
3324,1690834,EUROPEAN FAMILY OFFICE INSTITUTE LLC.,869871,2299 NW 4TH AVE, ,BOCA RATON,FL,33431
3325,1690976,ASL CAPITAL MARKETS INC.,869872,600 SUMMER STREET,SUITE 402,STAMFORD,CT,06901
3326,1692079,DEALER SOLUTIONS NORTH AMERICA LLC,869874,39 BROADWAY - SUITE 3300,ROOM 11E,NEW YORK,NY,10006
3327,1692081,RADIUS SECURITIES LLC,869876,"39 BROADWAY, SUITE 3300, ROOM 11F", ,NEW YORK,NY,10006
3328,1692244,THE TRANSPORTATION GROUP (SECURITIES) LIMITED,869878,122 EAST 42ND STREET SUITE 2018, ,"NEW YORK,",NY,10168
3329,1692652,ONECHRONOS MARKETS LLC,869882,433 BROADWAY,STE 211,NEW YORK,NY,10013
3330,1692970,QUILVEST CAPITAL PARTNERS SECURITIES LLC,869883,"527 MADISON AVENUE, 11TH FLOOR", ,NEW YORK,NY,10022
3331,1693773,"8 RIVERS ADVISORS, LLC",869886,"406 BLACKWELL STREET, 4TH FL.", ,DURHAM,NC,27701
3332,1693820,BOERBOEL CAPITAL LLC,869887,300 N. LASALLE ST. SUITE 2060, ,CHICAGO,IL,60654
3333,1694092,"MMX GLOBAL PARTNERS, LLC",869889,"328 BARRY AVE S, SUITE 205", ,WAYZATA,MN,55391
3334,1694093,AMS DERIVATIVES B.V.,869890,STRAWINSKYLAAN 3095, ,AMSTERDAM,P7,1077ZX
3335,1694094,"ALLARIA SECURITIES, LLC",869891,1110 BRICKELL AVENUE,SUITE 603,MIAMI,FL,33131
3336,1695382,TELLSON SECURITIES,869896,3334 EAST COAST HIGHWAY #603, ,CORINA DEL MAR,CA,92625
3337,1695954,VISIONS ANALYSIS LLC,869898,24 MCKINLEY AVENUE, ,ENDICOTT,NY,13760
3338,1696344,"AMERICAN DISCOVERY ADVISORS, LLC",869899,"11150 SANTA MONICA BLVD, STE 1425", ,LOS ANGELES,CA,90025
3339,1696724,"METRIC POINT CAPITAL, LLC",869901,"TWO STAMFORD PLAZA, 281 TRESSER BLVD.",15TH FLOOR,STAMFORD,CT,06901
3340,1696725,JIKO SECURITIES INC.,869902,2130 CENTER STREET,2ND FLOOR,BERKELEY,CA,94704
3341,1697088,"SECURE CAPITAL RESEARCH, LLC",869904,"1925 CENTRAL STREET, SUITE 300", ,KANSAS CITY,MO,64108
3342,1698389,STASH CAPITAL LLC,869908,500 7TH AVE,8TH FLOOR,NEW YORK,NY,10018
3343,1698476,ANGEL POND CAPITAL LLC,869910,"950 THIRD AVENUE, 25TH FLOOR", ,NEW YORK,NY,10022
3344,1698477,"TUDOR SECURITIES, LLC",869911,"601 BRICKELL KEY DRIVE, SUITE 700", ,MIAMI,FL,33131
3345,1698759,"RESOLUTE INVESTMENT DISTRIBUTORS, INC.",869912,220 EAST LAS COLINAS BLVD. STE. 1200, ,IRVING,TX,75039
3346,1699246,"EC SECURITIES, LLC",869913,850 MONTGOMERY STREET,SUITE 350,SAN FRANCISCO,CA,94133
3347,1699415,STONINGTON DRIVE SECURITIES LLC,869914,51 JFK PARKWAY FIRST FLOOR WEST, ,SHORT HILLS,NJ,07078
3348,1699854,REDBRIDGE SECURITIES LLC,869915,"2591 DALLAS PARKWAY, SUITE 300", ,FRISCO,TX,75034
3349,1699855,"ROBINHOOD SECURITIES, LLC",869916,500 COLONIAL CENTER PARKWAY,SUITE 100,LAKE MARY,FL,32746
3350,1700547,"PARKSIDE SECURITIES, INC.",869921,1948 EVERIDGE CT, ,WALNUT CREEK,CA,94597
3351,1701383,"POLARIS PRIVATE PLACEMENTS, LLC",869922,735 JOHNNIE DODDS BLVD,SUITE 105,MT. PLEASANT,SC,29464
3352,1701384,INVICTA CAPITAL LLC,869923,2790 MOSSIDE BOULEVARD,SUITE 530,MONROEVILLE,PA,15146
3353,1701774,THE FORBES SECURITIES GROUP LLC,869926,6400 S. FIDDLERS GREEN CIRCLE,SUITE 850,GREENWOOD VILLAGE,CO,80111
3354,1702580,ALPACA SECURITIES LLC,869928,P.O. BOX 6221,SUITE 2,HAYWARD,CA,94540
3355,1702706,BUMPED FINANCIAL LLC,869929,PO BOX 8221,SUITE 150,PORTLAND,OR,97207
3356,1703218,"DOEREN MAYHEW CAPITAL ADVISORS, LLC",869931,"1 RIVERWAY, SUITE 1200", ,HOUSTON,TX,77056
3357,1703219,"EIG GLOBAL ENERGY PARTNERS CAPITAL MARKETS, LLC",869932,600 NEW HAMPSHIRE AVE NW,SUITE 1200,WASHINGTON,DC,20037
3358,1703423,BERNSTEIN HEBERT SECURITIES LLC,869935,655 MADISON AVENUE 20TH FL., ,NEW YORK,NY,10065
3359,1703888,"DALZELL TRADING, LLC",869938,"20 MAIN STREET, SUITE 203A", ,NATICK,MA,01760
3360,1703890,"WINLO MANAGEMENT GROUP, LLC",869940,"4300 BISCAYNE BLVD, SUITE 203", ,MIAMI,FL,33137
3361,1704229,"WILDERMUTH SECURITIES, LLC",869943,818 A1A HIGHWAY N,SUITE 301,PONTE VEDRA BEACH,FL,32082
3362,1704230,A5 SECURITIES LLC,869944,"414 WEST 51ST STREET, UNIT 1", ,NEW YORK,NY,10019
3363,1705592,"BP SECURITIES, LLC",869951,"11100 NE 8TH STREET, SUITE 400", ,BELLEVUE,WA,98004
3364,1705704,"303 SECURITIES, LP",869952,401 W. SUPERIOR STREET, ,CHICAGO,IL,60654
3365,1706134,"TORREYA CAPITAL, LLC",869954,"555 MADISON AVENUE, SUITE 1201", ,NEW YORK,NY,10022
3366,1707353,"KCM SECURITIES, LLC",869959,114 PACIFICA,SUITE 370,IRVINE,CA,92618
3367,1707698,"INCENTRUM SECURITIES, LLC",869961,"410 PARK AVENUE, 15TH FLOOR", ,NEW YORK,NY,10022
3368,1707699,CROWDVEST SECURITIES LLC,869962,4005 N. HIGHWAY A1A,SUITE 3,HUTCHINSON ISLAND,FL,34949
3369,1708357,CURRENT CAPITAL SECURITIES LLC,869966,950 THIRD AVE - 26TH FLOOR, ,NEW YORK,NY,10022
3370,1708358,"KINGSWOOD CAPITAL PARTNERS, LLC",869967,11440 W. BERNARDO CT.,SUITE 5300,SAN DIEGO,CA,92127
3371,1708825,"HEADLANDS TECHNOLOGIES SECURITIES, LLC",869969,444 W. LAKE ST.,SUITE 4650,CHICAGO,IL,60606
3372,1708826,INTELLIGENT CROSS LLC,869970,SOUNDVIEW PLAZA,"1266 E MAIN STREET, SUITE 700R",STAMFORD,CT,06902
3373,1708828,CLEAR STREET LLC,869972,55 BROADWAY,SUITE 2102,NEW YORK,NY,10006
3374,1708829,AIP CAPITAL MARKETS LLC,869973,6 SADDLEHORN LANE, ,ROLLING HILLS ESTATES,CA,90274
3375,1709585,WEBULL FINANCIAL LLC,869978,44 WALL STREET,SUITE 501,NEW YORK,NY,10005
3376,1709586,SAVILLS CAPITAL MARKETS LLC,869979,"399 PARK AVENUE, 11TH FLOOR", ,NEW YORK,NY,10022
3377,1709894,CMG SECURITIES LLC,869982,90 NEW MONTGOMERY STREET, ,SAN FRANCISCO,CA,94105
3378,1710178,"LEDGER CAPITAL MARKETS, LLC",869983,1875 CONNECTICUT AVENUE NW, ,WASHINGTON,DC,20009
3379,1711358,XLII FINANCIAL SERVICES LLC,869986,10023 APPLE CREEK DRIVE, ,DALLAS,TX,75243
3380,1711788,"GLMX TECHNOLOGIES, LLC",869987,"330 SEVENTH AVENUE, FLOOR 17", ,NEW YORK,NY,10001
3381,1711973,"PLUM CAPITAL, LLC",869988,"5640 W. MAPLE RD., SUITE 101", ,W. BLOOMFIELD,MI,48322
3382,1711974,COMMONGOOD SECURITIES LLC,869989,"824 HIGHLAND AVE, SUITE 207", ,ORLANDO,FL,32803
3383,1712174,"AQR INVESTMENTS, LLC",869990,TWO GREENWICH PLAZA, ,GREENWICH,CT,06830
3384,1712175,BELL POTTER SECURITIES (US) LLC,869991,444 MADISON AVE, ,NEW YORK,NY,10022
3385,1712661,AFW ASSOCIATES LLC,869992,152 WEST 57TH STREET,36TH FLOOR,NEW YORK,NY,10019
3386,1712664,"HUBBLE INVESTMENTS, LLC",869995,EVONEXUS SILICON VALLEY FINTECH INCUBATO,"950 PARK PLACE, BUILDING 950/1",SAN MATEO,CA,94403
3387,1712818,ALPHA TRADING L.P.,869996,7 YAD HARUTZIM ST.,SUITE 208,HERZLIYA PITUACH,CA,4673004
3388,1713179,STORY3 ADVISORS LLC,869997,11601 WILSHIRE BOULEVARD,SUITE 360,LOS ANGELES,CA,90025
3389,1713181,"MVP CAPITAL ADVISORS, LLC",869999,"255 CALIFORNIA STREET, SUITE 850", ,SAN FRANCISCO,CA,94111
3390,1713330,ARQ ADVISORS LLC,870000,57 DEFOREST AVE,SUITE A,SUMMIT,NJ,07901
3391,1714418,GALAXY DIGITAL PARTNERS LLC,870001,107 GRAND ST., ,NEW YORK,NY,10013
3392,1714419,CONSENSYS DIGITAL SECURITIES LLC,870002,"100 BOGART STREET, 3RD FLOOR", ,BROOKLYN,NY,11206
3393,1714596,EDGE ADVISORS LLC,870004,"325 CHESTNUT STREET, SUITE 831", ,PHILADELPHIA,PA,19106
3394,1715136,"FIRST PALLADIUM, LLC",870007,"888 S HARRISON, STE 900", ,FORT WAYNE,IN,46802
3395,1715445,"PORTER WHITE CAPITAL, LLC",870008,15 RICHARD ARRINGTON JR. BLVD. NORTH, ,BIRMINGHAM,AL,35203
3396,1715650,XTX MARKETS LLC,870009,"40TH FLOOR, 10 HUDSON YARDS", ,NEW YORK,NY,10001
3397,1716623,"GRAY OAK CAPITAL, LLC",870014,"537 STEAMBOAT ROAD, SUITE 200", ,GREENWICH,CT,06830
3398,1717675,"LFT SECURITIES, LLC",870015,"425 WALNUT STREET, SUITE 2410", ,CINCINNATI,OH,45202-3931
3399,1717676,"TJ BENDER & COMPANY, INC.",870016,1380 WEST PACES FERRY ROAD,SUITE 2195,ATLANTA,GA,30327
3400,1717774,VELOX CLEARING LLC,870017,2400 E. KATELLA AVE,STE 725,ANAHEIM,CA,92806
3401,1717776,"STRATOS WEALTH SECURITIES, LLC",870019,3750 PARK EAST DRIVE,SUITE 200,BEACHWOOD,OH,44122
3402,1717926,"BD4RIA, INC.",870022,3520 WEST VICKERY BLVD., ,FORT WORTH,TX,76107
3403,1717927,"SPEYSIDE ADVISORS, LLC",870023,"1910 PACIFIC AVENUE, STE 14183", ,DALLAS,TX,75201
3404,1718036,MONMOUTH CAPITAL MANAGEMENT LLC,870025,315 ROUTE 34,SUITE 117,COLTS NECK,NJ,07722
3405,1718037,"LINDEN THOMAS AND COMPANY SECURITIES, LLC",870026,516 N. TRYON STREET, ,CHARLOTTE,NC,28202
3406,1718251,"FORTRESS PRIVATE LEDGER, LLC",870027,"3110 EDWARDS MILL RD, STE 200", ,RALEIGH,NC,27612
3407,1718305,"PHASE ONE FINANCIAL SERVICES, LLC",870028,450 LEXINGTON AVENUE,4TH FLOOR,NEW YORK,NY,10017
3408,1719050,"DRW EXECUTION SERVICES, LLC",870030,540 W. MADISON ST.,SUITE 2500,CHICAGO,IL,60661
3409,1719110,"JVM SECURITIES, LLC",870032,"903 COMMERCE DRIVE, SUITE 250", ,OAK BROOK,IL,60523
3410,1719196,EURONEXT MARKET SERVICES LLC,870033,180 MAIDEN LANE,15TH FLOOR,NEW YORK,NY,10038
3411,1719689,"ROBERTSON STEPHENS CAPITAL MARKETS, LLC",870034,201 MISSION STREET,SUITE 510,SAN FRANCISCO,CA,94105
3412,1719863,"BANCROFT CAPITAL, LLC",870035,501 OFFICE CENTER DRIVE,SUITE 130,FORT WASHINGTON,PA,19034
3413,1719864,SAN BLAS SECURITIES LLC,870036,3424 PEACHTREE RD. NE,SUITE 2200,ATLANTA,GA,30326-1184
3414,1720728,PCF CAPITAL MARKETS LLC,870040,33 BROAD ST,SUITE 1100,BOSTON,MA,02109
3415,1721271,SURFTRADE LLC,870041,5704 LUNADA LANE, ,LONG BEACH,CA,90814
3416,1721272,PRIME DECISION CONSULTING LLC,870042,"13 EAST 16TH STREET, SUITE 8R", ,NEW YORK,NY,10003
3417,1721381,"180 DEGREE CAPITAL BD, LLC",870044,"7 N. WILLOW STREET, SUITE 4B", ,MONTCLAIR,NJ,07042
3418,1721382,"IOI CAPITAL AND MARKETS, LLC",870045,8 GREENWAY PLAZA,SUITE 1515,HOUSTON,TX,77046
3419,1721687,"SOUTHERN WEALTH SECURITIES, LLC",870048,5005 LBJ PARKWAY,SUITE 1313,DALLAS,TX,75244
3420,1722165,AXEGINE SECURITIES LLC,870050,"360 MADISON AVE, 22ND FLOOR",C/O SEAPORT GLOBAL HOLDINGS LLC,NEW YORK,NY,10017
3421,1722517,SIMON MARKETS LLC,870052,125 W. 25TH STREET, ,NEW YORK,NY,10001
3422,1723359,KAL CAPITAL MARKETS LLC,870053,"100 WEST BROADWAY, SUITE 205", ,LONG BEACH,CA,90802
3423,1723502,ROCKEFELLER FINANCIAL LLC,870054,45 ROCKEFELLER PLAZA,FLOOR 5,NEW YORK,NY,10111
3424,1723503,"NEXTSEED SECURITIES, LLC",870055,3131 EASTSIDE STREET,SUITE 110,HOUSTON,TX,77098
3425,1724168,VIRTUS CAPITAL MARKETS LLC,870057,20 SIGNAL ROAD, ,STAMFORD,CT,06902
3426,1725012,STARTENGINE PRIMARY LLC,870060,8687 MELROSE AVE,7TH FLOOR,LOS ANGELES,CA,90069
3427,1725013,TCG CAPITAL MARKETS L.L.C.,870061,"520 MADISON AVENUE, 38TH FLOOR", ,NEW YORK,NY,10022
3428,1726309,"AMERICAN VETERANS GROUP, PBC",870063,150 BROADHOLLOW,SUITE PH04,MELVILLE,NY,11747
3429,1726589,FUSION PARTNERS GLOBAL LLC,870064,"10 EAST 53 ST., SUITE 2501",SUITE 12A,NEW YORK,NY,10022
3430,1727247,"HICKORY CAPITAL, LLC",870065,132 CENTRAL AVENUE, ,HILLSDALE,NJ,07642
3431,1727408,ASPIRATION FINANCIAL LLC,870066,4551 GLENCOE AVE.,SUITE 300,MARINA DEL REY,CA,90292
3432,1727861,PROSPERUM SECURITIES LLC DBA AVANT-GARDE TRADING SECURIT,870068,230 W. MONROE,SUITE 845,CHICAGO,IL,60606
3433,1728467,CEBILE CAPITAL LLC,870070,295 MADISON AVENUE,12TH FLOOR,NEW YORK,NY,10017
3434,1728956,D-MERC SERVICES LLC,870072,375 BALSAM ST,SUITE 203,LAKEWOOD,CO,80226
3435,1729396,ALL OF US SECURITIES LLC,870073,PO BOX 2565, ,SAN ANSELMO,CA,94960
3436,1729875,NORDEA MARKETS LLC,870077,1211 AVENUE OF THE AMERICAS, ,NEW YORK,NY,10036
3437,1729876,MILLIMAN INVESTMENT MANAGEMENT SERVICES LLC,870078,71 S. WACKER DRIVE,31ST FLOOR,CHICAGO,IL,60606
3438,1730481,AVENUE SECURITIES LLC,870079,"3121 COMMODORE PLAZA, 3RD FLOOR, SUITE 3",UNIT 4202,MIAMI,FL,33133
3439,1733080,TIGERBRIDGE CAPITAL LLC,870086,115 BROADWAY,5TH FLOOR,NEW YORK,NY,10006
3440,1733485,"CARSON GROUP BROKERAGE, LLC",870089,13321 CALIFORNIA STREET,SUITE 100,OMAHA,NE,68154
3441,1734249,STONE RIDGE SECURITIES LLC,870093,510 MADISON AVE,21ST FLOOR,NEW YORK,NY,10022
3442,1735816,ALL RISE TRADING LLC,870099,141 W JACKSON BLVD,SUITE 300A,CHICAGO,IL,60604
3443,1736430,"GREEN VISTA CAPITAL, LLC",870101,222 N. PARK AVENUE,SUITE K,WINTER PARK,FL,32789
3444,1736742,"LS SECURITIES, LLC",870104,4 CAMPUS DRIVE,SUITE 3300,PARSIPPANY,NJ,07054
3445,1737282,"HOOPOE CAPITAL MARKETS, LLC",870107,603 MASSACHUSETTS AVENUE,SUITE 200,BOSTON,MA,02118
3446,1737548,"OBERLIN FINANCIAL INTERNATIONAL, LLC",870110,208 NORTH LYNN STREET,PO BOX 711,BRYAN,OH,43506
3447,1738502,"INFINITY CAPITAL SECURITIES, LLC",870115,1611 N BROADWAY AVE, ,OKLAHOMA CITY,OK,73103
3448,1738878,NEST INVESTMENTS BD LLC,870117,PO BOX 266,22ND FLOOR,CONSHOHOCKEN,PA,19428
3449,1739316,"PRIME NUMBER CAPITAL, LLC",870118,14 MYRTLE DR,SUITE D,GREAT NECK,NY,11021
3450,1739467,MEIXIN SECURITIES LLC,870120,3975 FREEDOM CIRCLE,SUITE 870,SANTA CLARA,CA,95054
3451,1740985,WILLIAM HOOD & COMPANY LLC.,870124,555 MADISON AVENUE,11TH FLOOR,NEW YORK,NY,10022
3452,1741196,"REDBIRD BD, LLC",870125,667 MADISON AVE,16TH FLOOR,NEW YORK,NY,10065
3453,1742344,LEGIONNAIRE SECURITIES LLC,870130,550 W JACKSON BLVD,STE 1300,CHICAGO,IL,60661
3454,1742567,FEDERATED INTERNATIONAL SECURITIES CORP.,870132,1001 LIBERTY AVENUE,1001 LIBERTY AVENUE,PITTSBURGH,PA,15222-3779
3455,1742641,"ASHLAND SECURITIES, LLC",870133,80 S.W. 8TH STREET,SUITE 2000,MIAMI,FL,33130
3456,1742813,GALENA CAPITAL PARTNERS INC.,870134,618 E HIGHLAND VIEW DRIVE, ,BOISE,ID,83702
3457,1742814,ST INVEST LLC,870135,9901 IH 10 W,SUITE 8035,SAN ANTONIO,TX,78230
3458,1743014,"EAGLES COAST CAPITAL, LLC",870137,782 JOHNNIE DODDS BLVD,SUITE H-3,MOUNT PLEASANT,SC,29464
3459,1743541,M VEST LLC,870141,405 LEXINGTON AVE,2ND FLOOR,NEW YORK,NY,10174
3460,1743724,LONG NECK SERVICES LLC,870143,1025 BOSTON POST ROAD,SUITE 200,DARIEN,CT,06820
3461,1743934,"ANALYST HUB SECURITIES, LLC",870144,401 PARK AVENUE SOUTH,10TH FLOOR,NEW YORK,NY,10016
3462,1744285,"MAGSTAR CAPITAL, LLC",870145,201 WILLETT AVENUE,#230,PORT CHESTER,NY,10573
3463,1744852,DONALD CAPITAL LLC,870149,420 LEXINGTON AVE,"14TH FLOOR, SUITE # 1402",NEW YORK,NY,10170
3464,1744853,"IFP SECURITIES, LLC",870150,"3030 NORTH ROCKY POINT DRIVE WEST,",SUITE 700,TAMPA,FL,33607
3465,1745013,"ULTRAVIOLET SECURITIES, LLC",870151,"151 BODMAN PLACE, SUITE 301", ,RED BANK,NJ,07701
3466,1745740,"LAS OLAS CAPITAL PARTNERS, LLC",870155,888 E LAS OLAS BLVD.,SUITE 200,FT. LAUDERDALE,FL,33301
3467,1745742,MOUNTAINSIDE SECURITIES LLC,870157,"450 SPRINGFIELD AVENUE,",SUITE 201,SUMMIT,NJ,07901
3468,1745922,"SERIESONE SECURITIES, LLC",870158,39 BROADWAY SUITE 3300, ,NEW YORK,NY,10006
3469,1745923,"TOKENSOFT GLOBAL MARKETS, LLC",870159,"39 BROADWAY, SUITE 3300, ROOM 11D",SUITE 3300,NEW YORK,NY,10006
3470,1745924,MERAKI GLOBAL ADVISORS LLC,870160,PO BOX 982601,PO BOX 982601,PARK CITY,UT,84098
3471,1746095,AENEAS CAPITAL LLC,870161,108 AGARITA CT., ,BOERNE,TX,78006
3472,1746403,IIFL INC.,870165,1120 AVENUE OF THE AMERICAS,SUITE 1505,NEW YORK,NY,10036
3473,1746597,MCA SECURITIES LLC,870167,3060 PEACHTREE ROAD NW,SUITE 1280,ATLANTA,GA,30305
3474,1747231,"DSP SECURITIES, LLC",870170,300 BARR HARBOR DRIVE,SUITE 420,WEST CONSHOHOCKEN,PA,19428
3475,1748035,VISION 4 FUND DISTRIBUTORS LLC,870175,9260 E. RAINTREE DRIVE,SUITE 100,SCOTTSDALE,AZ,85260
3476,1748036,"SMBC NIKKO SECURITIES CANADA, LTD.",870176,277 PARK AVENUE, ,NEW YORK,NY,10172
3477,1748185,"TIMBREL CAPITAL, LLC",870178,2200 CENTURY PARKWAY,SUITE 500,ATLANTA,GA,30345
3478,1748310,"ICV GROUP, INC.",870179,405 LEXINGTON AVE,FLOOR 26,NEW YORK,NY,10174
3479,1748514,EXOS SECURITIES LLC,870182,PO BOX 8599,"12E. 49TH ST., 11TH FL.",PELHAM,NY,10803
3480,1749018,DIGITAL CAPITAL MARKETS LLC,870183,10211 FLEMING AVENUE, ,BETHESDA,MD,20814
3481,1749969,OPENDEAL BROKER LLC,870188,475 SPRINGFIELD AVE,STE 301,SUMMIT,NJ,07901
3482,1749970,"FM (USA), LLC",870189,80 8TH AVENUE,SUITE 1603,NEW YORK,NY,10011
3483,1750088,"DALKEITH GROUP, LLC",870190,617 BERME ROAD, ,HIGH FALLS,NY,12440
3484,1750251,OPTIONS AI FINANCIAL LLC,870191,"11 BROADWAY, SUITE 615",STE 1002,NEW YORK,NY,10004
3485,1750361,"BARNABAS CAPITAL, LLC",870192,19600 WEST CATAWBA AVENUE,SUITE C201,CORNELIUS,NC,28031
3486,1750362,SAND CAPITAL LLC,870193,60 COLUMBUS CIRCLE,20TH FLOOR,NEW YORK,NY,10023
3487,1750746,STELLA PARTNERS LLC,870196,65 E GOETHE,APT. 7W,CHICAGO,IL,60610
3488,1750870,"MONEYLION SECURITIES, LLC",870198,30 WEST 21ST STREET,9TH FLOOR,NEW YORK,NY,10010
3489,1751380,FREITAG CAPITAL LLC,870202,75 STATE STREET,SUITE 100,BOSTON,MA,02109
3490,1751542,"LAZEAR CAPITAL SECURITIES, LLC",870203,401 N. FRONT STREET,SUITE 350,COLUMBUS,OH,43215
3491,1751877,"ACERVUS SECURITIES, INC.",870206,335 MADISON AVENUE,SUITE 1430,NEW YORK,NY,10017
3492,1753042,ETORO USA SECURITIES INC.,870212,221 RIVER STREET,9TH FLOOR,HOBOKEN,NJ,07030
3493,1753302,"BRIDGE ALTERNATIVES SECURITIES, LLC.",870213,125 SOUTH CLARK STREET,17TH FLOOR,CHICAGO,IL,60603
3494,1753303,"AE FINANCIAL SERVICES, LLC",870214,2950 SW MCCLURE ROAD,SUITE B,TOPEKA,KS,66614
3495,1753566,FUTU CLEARING INC,870215,12750 MERIT DRIVE,SUITE 475,DALLAS,TX,75251
3496,1753567,I5EQUITY,870216,612 SANTA FLORITA AVE, ,MILLBRAE,CA,94030
3497,1753924,EQX LLC,870220,148 LAFAYETTE ST, ,NEW YORK,NY,10013
3498,1754393,"CAROFIN, LLC",870224,100 ELKS CLUB RD., ,BREVARD,NC,28712
3499,1754567,"ALKALI PARTNERS, LLC.",870225,"610 SW ALDER ST., NO. 820", ,PORTLAND,OR,97205
3500,1754568,"PLUS VENTURE PARTNERS, LLC",870226,13274 FIJI WAY,SUITE 350,MARINA DEL REY,CA,90292
3501,1754853,IUR SECURITIES LLC,870228,THIRD FLOOR LANSDOWNE HOUSE,57 BERKELEY SQ.,LONDON, ,W1J6ER
3502,1755393,"HUATAI SECURITIES (USA), INC.",870231,10 HUDSON YARDS,41ST FLOOR,NEW YORK,NY,10001
3503,1755908,C6 CAPITAL SECURITIES LLC,870232,600 LEXINGTON AVENUE,32ND FLOOR,NEW YORK,NY,10022
3504,1756190,"CEIBA FINANCIAL, LLC",870236,1831 LEXINGTON DR., ,FULLERTON,CA,92835
3505,1757347,"DISRUPTIVE SECURITIES, LLC",870241,1801 CENTURY PARK EAST,SUITE 2220,LOS ANGELES,CA,90067
3506,1757481,JWTT INC.,870242,1231 NW HOYT ST,STE 206,PORTLAND,OR,97209
3507,1757812,ALTRUIST FINANCIAL LLC,870244,1621 ABBOT KINNEY BLVD,FLOOR 2,VENICE,CA,90291
3508,1758954,"FALLS BRIDGE SECURITIES, LLC",870247,24 LOUELLA CT,SUITE 240,WAYNE,PA,19087
3509,1759239,BREX TREASURY LLC,870251,405 HOWARD STREET,SUITE 200,SAN FRANCISCO,CA,94111
3510,1759711,EDDID SECURITIES USA INC.,870253,11 BROADWAY,SUITE 801,NEW YORK,NY,10004
3511,1759901,DUANE STREET CAPITAL BD LLC,870254,"100 CHURCH STREET, SUITE 800", ,NEW YORK,NY,10007
3512,1760308,"ADVENT CAPITAL DISTRIBUTORS, LLC",870257,"888 SEVENTH AVENUE, 31ST FLOOR", ,NEW YORK,NY,10019
3513,1760493,"ICE SECURITIES EXECUTION & CLEARING, LLC",870258,55 EAST 52ND STREET,40TH FLOOR,NEW YORK,NY,10055
3514,1760628,WINTERFLOOD SECURITIES US CORPORATION,870259,"404 5TH AVE, 3RD FLOOR",25 DOWGATE HILL,NEW YORK,NY,10018
3515,1760752,"FIDELITY PRIME FINANCING, LLC",870261,245 SUMMER STREET,MAIL ZONE: V1B,BOSTON,MA,02210
3516,1760753,"PASSFOLIO SECURITIES, LLC",870262,170 CAPP STREET,SUITE 3A,SAN FRANCISCO,CA,94110
3517,1761259,IM GLOBAL US DISTRIBUTORS LLC,870266,1600 E. FRANKLIN AVENUE,SUITE D,EL SEGUNDO,CA,90245
3518,1761411,REDE PARTNERS (AMERICAS) LLC,870269,45 ROCKEFELLER PLAZA,SUITE 2601,NEW YORK,NY,10111
3519,1761876,"LIQUIDLY IAS, LLC",870270,434 WEST 33RD STREET, ,NEW YORK,NY,10001
3520,1762001,HIDDEN ROAD PARTNERS CIV US LLC,870271,589 FIFTH AVENUE,SUITE 814,NEW YORK,NY,10017
3521,1763065,BFC CAPITAL LLC,870272,699 BOYLSTON STREET, ,BOSTON,MA,02116
