,CIK NUMBER,COMPANY NAME,REPORTING FILE NUMBER,ADDRESS1,ADDRESS2,CITY,STATE CODE,ZIP CODE
1782,1146205,AXOS CLEARING LLC,853595,1200 LANDMARK CENTER,1299 FARNAM STREET SUITE 800,OMAHA,NE,68102-1916
1783,1146214,"INTEGRITY BROKERAGE, LLC",853604,309 HILLIARD AVE, ,MONTEREY PARK,CA,91754
1784,1146218,"UHY ADVISORS CORPORATE FINANCE, LLC",853608,27725 STANSBURY BLVD,SUITE 385,FARMINGTON HILLS,MI,48334
1785,1146220,CONSOLIDATED TRADING LLC,853610,71S. WACKER,SUITE 2300,CHICAGO,IL,60606
1786,1146222,"AMERANT INVESTMENTS, INC.",853612,220 ALHAMBRA CIRCLE,2ND FLOOR,CORAL GABLES,FL,33134
1787,1146224,"STEBEN & COMPANY, LLC",853614,687 EXCELSIOR BLVD.,SUITE 400,EXCELSIOR,MN,55331
1788,1146225,INTERACTIVE BROKERS CORP.,853615,TWO PICKWICK PLAZA,SUITE 600,GREENWICH,CT,06830
1789,1146248,"THE SECURITIES GROUP, LLC",853635,6465 NORTH QUAIL HOLLOW ROAD,SUITE 400,MEMPHIS,TN,38120-1417
1790,1146254,AXIO FINANCIAL LLC,853640,489 FIFTH AVENUE,15TH FLOOR,NEW YORK,NY,10017
1791,1146266,"JK SECURITIES, INC.",853652,1280 SINGER DRIVE, ,SINGER ISLAND,FL,33404
1792,1146274,"WBB SECURITIES, LLC",853660,1631 HARBISON CANYON RD,41,EL CAJON,CA,92019
1793,1146297,BRENTWOOD CAPITAL ADVISORS LLC,853681,5000 MERIDIAN BLVD.,SUITE 350,FRANKLIN,TN,37067
1794,1146299,"XT CAPITAL PARTNERS, LLC",853683,P.O. BOX 551, ,WESTPORT,CT,06881
1795,1146300,"WESTERN STRATEGIC ADVISORS, L.L.C.",853684,3100 W. SEVENTH STREET SUITE 300, ,FORT WORTH,TX,76107
1796,1146301,SCOTTSDALE CAPITAL ADVISORS CORP,853685,7170 E. MCDONALD RD. SUITE 6, ,SCOTTSDALE AZ,AZ,85253
1797,1146313,ENDEAVOR CAPITAL HOLDINGS GROUP LLC,853696,"30 BROAD STREET, SUITE 1445",SUITE 36 E,NEW YORK,NY,10004
1798,1146315,"CHICAGO ANALYTIC TRADING COMPANY, LLC",853698,216 CAHABA OAKS TRAIL,SUITE 237,INDIAN SPRINGS,AL,35124
1799,1146316,"STONEHAVEN, LLC",853699,275 MADISON AVENUE,SUITE 2002,NEW YORK,NY,10016
1800,1146321,"ITAU BBA USA SECURITIES, INC.",853702,"540 MADISON AVENUE, 24TH FLOOR",23RD FLR,NEW YORK,NY,10022
1801,1146325,GORDIAN KNOT INC.,853706,39 BROADWAY,SUITE 3300  ROOM #20,NEW YORK,NY,10006
1802,1146330,"GRIFFIN FINANCIAL GROUP, LLC",853711,607 WASHINGTON STREET, ,READING,PA,19603
1803,1146341,EA MARKETS SECURITIES LLC,853722,120 W 45TH ST.,24TH FLOOR,NEW YORK,NY,10036
1804,1146349,"CASCADE FINANCIAL MANAGEMENT, INC.",853730,950 17TH STREET,SUITE 950,DENVER,CO,80202
1805,1146350,LAIDLAW & COMPANY (UK) LTD.,853731,521 5TH AVENUE,12TH FL,NEW YORK,NY,10175
1806,1146358,EQUILEND LLC,853738,"225 LIBERTY STREET, 10TH FLOOR",SUITE 1020,NEW YORK,NY,10281
1807,1146367,"EMPIRIC DISTRIBUTORS, INC.",853747,500 N CAPITAL OF TEXAS HWY,"BUILDING 8, SUITE 150",AUSTIN,TX,78746
1808,1166271,"DUBEAU CAPITAL USA, INC.",865162,"440-5700, BOUL. DES GALERIES", ,QUEBEC CITY, ,QC G2K 0H5
1809,1166315,"SFG SECURITIES, INC.",865163,"200 WANAQUE AVENUE, SUITE 300", ,POMPTON LAKES,NJ,07442-2130
1810,1166316,PRIMUNI LLC,865164,807 MELLON STREET, ,PITTSBURGH,PA,15206
1811,1166317,"AMERICAN CAPITAL PARTNERS, LLC",865165,205 OSER AVE., ,HAUPPAUGE,NY,11788
1812,1166366,"THE SILVERFERN GROUP, INC.",865167,599 LEXINGTON AVENUE,47TH FLOOR,NEW YORK,NY,10022
1813,1166453,FDX CAPITAL LLC,865170,6400 S FIDDLERS GREEN CIRCLE #1360,C/O PROVIDENT GROUP,GREENWOOD VILLAGE,CO,80111
1814,1166547,"PROFESSIONAL TRADING SERVICES BROKERAGE, LLC",865173,125 GAITHER DRIVE,SUITE C,MOUNT LAUREL,NJ,08054-1706
1815,1167019,"ARONSON CAPITAL ADVISORS, LLC",865181,111 ROCKVILLE PIKE,SUITE 600,ROCKVILLE,MD,20850
1816,1167227,"MHT SECURITIES, LP",865183,2021 MCKINNEY AVENUE,SUITE 1950,DALLAS,TX,75201
1817,1167938,"BLUEFIN RESEARCH PARTNERS, INC.",865196,133 FEDERAL ST,SUITE 301,BOSTON,MA,02110
1818,1168034,"BLACK CREEK CAPITAL MARKETS, LLC",865199,"518 17TH STREET, 12TH FLOOR", ,DENVER,CO,80202
1819,1168035,PROVASI CAPITAL PARTNERS LP,865200,VENTURE X BY THE GALLERIA,5301 ALPHA RD SUITE 222,DALLAS,TX,75240
1820,1169342,OBEX SECURITIES LLC,865242,290 OVERLOOK ROAD, ,NEW ROCHELLE,NY,10804
1821,1169786,THEMIS TRADING LLC,865260,"10 TOWN SQUARE, SUITE 100", ,CHATHAM,NJ,07928
1822,1169789,"PINNACLE EQUITY MANAGEMENT, LLC",865263,7401 WATSON ROAD,SUITE 90,ST. LOUIS,MO,63119
1823,1170325,"LIGHT HORSE MARKET SOLUTIONS, INC,",865270,6 BEECH HILL ROAD,9TH FLOOR,LLOYD HARBOR,NY,11743
1824,1170632,BOOMERANG CAPITAL LLC,865273,PO BOX 47, ,DARIEN,CT,06820
1825,1170704,"TEXAS SECURITIES, INC.",865276,4024 NAZARENE,SUITE B,CARROLLTON,TX,75010
1826,1170705,CHARDAN CAPITAL MARKETS LLC,865277,"17 STATE STREET, SUITE 2130", ,NEW YORK,NY,10004
1827,1170734,"NORTHWEST INVESTMENT ADVISORS, INC.",865282,9 S WASHINGTON ST STE 210, ,SPOKANE,WA,99201
1828,1170804,INTEGRAL FINANCIAL LLC,865284,1072 SOUTH DE ANZA BLVD. SUITE # A 206, ,SAN JOSE,CA,95129
1829,1170989,"JOSEPH CAPITAL, LLC",865293,7000 BAHIA BEACH BLVD.,SUITE 4333,RIO GRANDE,PR,00745-2900
1830,1171134,"MID-CONTINENT SECURITIES ADVISORS, LTD.",865298,1218 WEBSTER STREET, ,HOUSTON,TX,77002-8841
1831,1172099,"ARDOUR CAPITAL INVESTMENTS, LLC",865317,26 BROADWAY,SUITE 1107,NEW YORK,NY,10004
1832,1172317,"US TIGER SECURITIES, INC.",865324,437 MADISON AVE,27TH FLOOR,NEW YORK,NY,10022
1833,1172571,"RIVINGTON SECURITIES, LLC",865329,609 MAIN STREET,SUITE 3900,HOUSTON,TX,77002
1834,1172613,"WOLVERINE EXECUTION SERVICES, LLC",865336,"175 W. JACKSON BLVD., SUITE 200", ,CHICAGO,IL,60604
1835,1172614,MAXIM GROUP LLC,865337,405 LEXINGTON AVENUE, ,NEW YORK,NY,10174
1836,1172682,"JONES LANG LASALLE SECURITIES, LLC",865341,200 EAST RANDOLPH DRIVE,48TH FLOOR,CHICAGO,IL,60601
1837,1172683,"BROWN ADVISORY SECURITIES, LLC",865342,"901 SOUTH BOND STREET, SUITE 400", ,BALTIMORE,MD,21231
1838,1173387,"CIM SECURITIES, LLC",865351,6898 S. UNIVERSITY BLVD,SUITE 270,CENTENNIAL,CO,80122
1839,1173469,BRANDIS TALLMAN LLC,865353,"22 BATTERY STREET, SUITE 500", ,SAN FRANCISCO,CA,94111
1840,1173520,"GENEOS WEALTH MANAGEMENT, INC.",865357,9055 E MINERAL CIRCLE,SUITE 200,CENTENNIAL,CO,80112
1841,1174078,"EK RILEY INVESTMENTS, LLC",865369,1420 5TH AVENUE SUITE 3300, ,SEATTLE,WA,98101
1842,1174079,"STACEY BRAUN FINANCIAL SERVICES, INC.",865370,377 BROADWAY, ,NEW YORK,NY,10013
1843,1174316,ERG SECURITIES (US) LLC,865376,50 WASHINGTON STREET,SUITE 921,NORWALK,CT,06854
1844,1174317,"GUIDANCE SECURITIES, LLC",865377,11107 SUNSET HILLS ROAD, ,RESTON,VA,20190
1845,1174751,HEDGEBAY SECURITIES LLC,865385,62 POST ROAD WEST, ,WESTPORT,CT,06880
1846,1174765,"MIT ASSOCIATES, LLC",865386,30212 TOMAS,SUITE 365,RANCHO SANTA MARGARITA,CA,92688
1847,1174837,MCNALLY FINANCIAL SERVICES CORPORATION,865388,P.O. BOX 701928, ,SAN ANTONIO,TX,78270-1928
1848,1174839,"ARQUE CAPITAL, LTD.",865390,5665 NORTH SCOTTSDALE ROAD,SUITE 130,SCOTTSDALE,AZ,85250
1849,1174840,GROWTH ENERGY CAPITAL ADVISORS LLC,865391,"2651 NORTH HARWOOD, SUITE 410", ,DALLAS,TX,75201
1850,1175033,RBC CMA LLC,865401,3 WORLD FINANCIAL CENTER,200 VESEY STREET - 14TH FLOOR,NEW YORK,NY,10281
1851,1175148,"COBURN GROUP, LLC",865402,1826 W. NEWPORT AVE., ,CHICAGO,IL,60657
1852,1175408,CRAIG-HALLUM CAPITAL GROUP LLC,865407,"222 SOUTH NINTH ST, STE 350", ,MINNEAPOLIS,MN,55402
1853,1175643,"SMITH CAPITAL MARKETS, LLC.",865408,"2100 ROSS AVENUE, SUITE 3350",6TH FLOOR,DALLAS,TX,75201
1854,1175898,WHITAKER SECURITIES LLC,865419,"233 BROADWAY, 17TH FLOOR", ,NEW YORK,NY,10279
1855,1175989,"AMD CAPITAL, LLC",865422,"100 TRI-STATE INTERNATIONAL, SUITE 138", ,LINCOLNSHIRE,IL,60069
1856,1175990,"SOJOURNER SECURITIES, LLC",865423,223 EAST BLVD,SUITE 300,CHARLOTTE,NC,28203
1857,1176977,"BG WORLDWIDE SECURITIES, INC.",865440,21860 BURBANK BLVD.,SUITE 150,WOODLAND HILLS,CA,91367
1858,1177436,COMMONWEALTH PHARMA SECURITIES LLC,865456,33 BROAD STREET,SUITE 1100,BOSTON,MA,02109-4230
1859,1178449,COLCHESTER PARTNERS LLC,865464,175 FEDERAL STREET, ,BOSTON,MA,02110
1860,1178721,BROCK SECURITIES LLC,865467,505 PARK AVE,16TH FLOOR,NEW YORK,NY,10022
1861,1178722,FITZGIBBON TOIGO & CO. LLC,865468,76 WORCESER DRIVE, ,WAYNE,NJ,07470
1862,1178863,"CREDICORP CAPITAL SECURITIES, INC.",865470,121 ALHAMBRA PLAZA,SUITE 1200,CORAL GABLES,FL,33134
1863,1178937,"BTIG, LLC",865473,600 MONTGOMERY STREET,6TH FLOOR,SAN FRANCISCO,CA,94111
1864,1179004,MVISION PRIVATE EQUITY ADVISERS USA LLC,865479,CONNAUGHT HOUSE,1 - 3 MOUNT STREET,LONDON, ,W1K3NB
1865,1179239,"FPCG, LLC",865488,712 FIFTH AVENUE,"8TH FLOOR, SUITE 008A",NEW YORK,NY,10019
1866,1180051,"ETICO PARTNERS, LLC",865500,1795 ROUTE 9,32ND FLOOR,CLIFTON PARK,NY,12065
1867,1180056,"MERCADIEN SECURITIES, LLC",865505,3625 QUAKERBRIDGE ROAD, ,HAMILTON,NJ,08619
1868,1180488,ATM EXECUTION LLC,865509,599 LEXINGTON AVE,21 FLOOR,NEW YORK,NY,10022
1869,1181269,"EDGEMONT CAPITAL PARTNERS, L.P.",865521,"1251 AVENUE OF THE AMERICAS, 46TH FLOOR",19TH FLOOR,NEW YORK,NY,10020
1870,1182014,"RABO SECURITIES USA, INC.",865525,245 PARK AVENUE, ,NEW YORK,NY,10167-0062
1871,1182719,"IMPACTU.INVESTMENTS, LLC",865527,125 FROEHLICH FARM BLVD., ,WOODBURY,NY,11797
1872,1184088,"AGA SECURITIES, LLC",865531,"53 CALLE PALMERAS, SUITE 600", ,SAN JUAN,PR,00901
1873,1188533,"LIBUCKI & CO., LLC",865563,1101 HADDON AVE,SUITE 627A,COLLINGSWOOD,NJ,08108
1874,1189091,NICOL INVESTORS CORPORATION,865566,1 EXECUTIVE PARK,P.O. BOX 907,GRANITE CITY,IL,62040-0907
1875,1190694,PERIGEE SECURITIES LP,865574,1990 MAIN STREET,PH 11,SARASOTA,FL,34236
1876,1192912,"ACHELOUS PARTNERS, LLC",865582,"ACHELOUS PARTNERS, LLC",800 THIRD AVENUE FLOOR 21,NEW YORK,NY,10022
1877,1193821,"TZERO ATS, LLC",865585,1 WORLD TRADE CENTER,"285 FULTON STREET, 58TH FLOOR",NEW YORK,NY,10007
1878,1194643,"FTI CAPITAL ADVISORS, LLC",865587,"8251 GREENSBORO DRIVE, 4TH FLOOR", ,TYSONS CORNER,VA,22102
1879,1196077,EMPIRICAL RESEARCH PARTNERS LLC,865590,565 FIFTH AVENUE,25TH FLOOR,NEW YORK,NY,10017
1880,1196889,SUN'S BROTHERS SECURITIES INC.,865595,6770 HAWAII KAI DRIVE #209, ,HONOLULU,HI,96825
1881,1198401,ICE BONDS SECURITIES CORPORATION,865601,55 EAST 52ND STREET,40TH FLOOR,NEW YORK,NY,10055
1882,1198403,"NATHAN HALE CAPITAL, LLC",865603,227 W TRADE ST,SUITE 2150,CHARLOTTE,NC,28202
1883,1198404,"GLENDALE SECURITIES, INC.",865604,"15233 VENTURA BLVD., SUITE 712", ,SHERMAN OAKS,CA,91403
1884,1199896,"CUSHMAN & WAKEFIELD SECURITIES, INC.",865606,1290 AVENUE OF THE AMERICAS,7TH FLOOR,NEW YORK,NY,10104
1885,1200178,TERRA CAPITAL MARKETS LLC,865611,550 FIFTH AVENUE,6TH FLOOR,NEW YORK,NY,10036
1886,1204130,Berkshire Global Advisors LP,865641,527 MADISON AVENUE,3RD FLOOR,NEW YORK,NY,10022-4212
1887,1205582,FUSION ANALYTICS SECURITIES LLC,865649,7301 WILES ROAD,SUITE 102,CORAL SPRINGS,FL,33067
1888,1206126,"CDK FINANCIAL SERVICES, LLC",865657,135 EAST 57TH STREET,11TH FLOOR,NEW YORK,NY,10022
1889,1206258,"T.S. PHILLIPS INVESTMENTS, INC.",865661,"3401 NW 63RD ST. ,STE 500", ,OKLAHOMA CITY,OK,73116
1890,1206481,"SHASTA PARTNERS, LLC",865665,100 CAMBRIDGE STREET,14TH FLOOR,BOSTON,MA,02114
1891,1207245,THE SPARTAN GROUP,865674,"16 N. MARENGO, SUITE #307", ,PASADENA,CA,91101
1892,1207515,BGSA LLC,865677,525 SOUTH FLAGLER DRIVE,SUITE 200,WEST PALM BEACH,FL,33401
1893,1208115,"GLEN EAGLE WEALTH, LLC",865678,4422C ROUTE 27,PO BOX 399,KINGSTON,NJ,08528
1894,1208116,"BACKSTROM MCCARLEY BERRY & CO., LLC",865679,"115 SANSOME STREET, MEZ. A", ,SAN FRANCISCO,CA,94104
1895,1208120,"CW SECURITIES, LLC",865683,8870 CEDAR SPRINGS LANE,SUITE 208,KNOXVILLE,TN,37923
1896,1209212,"J.W. COLE FINANCIAL, INC.",865698,4301 ANCHOR PLAZA PARKWAY,SUITE # 450,TAMPA,FL,33634
1897,1209910,"SKYWAY CAPITAL MARKETS, LLC",865702,100 NORTH TAMPA STREET,SUITE 3550,TAMPA,FL,33602
1898,1210138,"GROWTH CAPITAL SERVICES, INC.",865705,582 MARKET STREET,SUITE 300,SAN FRANCISCO,CA,94104
1899,1210625,STANWICH ADVISORS LLC,865708,596 SOUTH HOLLOW RD.,4TH FLOOR,STOWE,VT,05672
1900,1210781,"MONADNOCK CAPITAL MANAGEMENT, LP",865709,950 CHESTERFIELD ROAD,# 130,LEWISVILLE,PA,19351
1901,1211015,"OLD GREENWICH PARTNERS, LLC",865717,PO BOX 350046, ,JACKSONVILLE,FL,32235
1902,1211326,GALLATIN CAPITAL LLC,865718,444 MADISON AVENUE,29TH FLOOR,NEW YORK,NY,10022
1903,1211535,SAPENO INC.,865721,6 DERBY STREET,50 CURZON STREET,LONDON,NY,W1J 7AD
1904,1213981,OAKLINS DP LLC,865749,475 PARK AVENUE SOUTH, ,NEW YORK,NY,10016
1905,1215680,SOUTH STREET SECURITIES LLC,865770,1155 SIXTH AVE,14TH FLOOR,NEW YORK,NY,10036
1906,1215682,"DRAGONFLY CAPITAL PARTNERS, LLC",865772,"345 SHARON TOWNSHIP LANE, SUITE 202", ,CHARLOTTE,NC,28211
1907,1215939,FG CAPITAL LC,865777,7701 FORSYTH BLVD.,SUITE 750,ST. LOUIS,MO,63105-1820
1908,1215940,"SHAREHOLDERS SERVICE GROUP, INC.",865778,9845 ERMA ROAD STE 312, ,SAN DIEGO,CA,92131
1909,1217257,"CASTLEOAK SECURITIES, LP",865786,110 EAST 59TH STREET,2ND FLOOR,NEW YORK,NY,10022
1910,1217637,"FIRST BALLANTYNE, LLC",865792,13950 BALLANTYNE CORPORATE PLACE,SUITE 185,CHARLOTTE,NC,28277-2747
1911,1218185,"HALL & ROMKEMA FINANCIAL SERVICES, LLC",865800,3495 COOLIDGE, ,EAST LANSING,MI,48823
1912,1218186,MADISON PARK GROUP LLC,865801,3 PARK AVENUE,SUITE 3102A,NEW YORK,NY,10016
1913,1218188,"BILLOW BUTLER & COMPANY, L.L.C.",865803,225 W. WACKER DRIVE,SUITE 1575,CHICAGO,IL,60606
1914,1218189,"COMPAK SECURITIES, INC.",865804,1801 DOVE STREET, ,NEWPORT BEACH,CA,92660
1915,1221237,PORTICO CAPITAL SECURITIES LLC,865826,39 LEWIS STREET,3RD FLOOR,GREENWICH,CT,06830
1916,1221240,GLOBAL OAK CAPITAL MARKETS LLC,865829,1007 JOHNNIE DODDS BLVD.,SUITE 104,MOUNT PLEASANT,SC,29464
1917,1221962,"AVISEN SECURITIES, INC.",865833,3620 AMERICAN RIVER DRIVE,SUITE 145,SACRAMENTO,CA,95864-7256
1918,1221966,"DEVENIR, LLC",865837,8500 NORMANDALE LAKE BLVD,SUITE 2160,MINNEAPOLIS,MN,55437
1919,1221968,"AMERICA'S GROWTH CAPITAL, LLC",865839,99 HIGH STREET,FLOOR 22,BOSTON,MA,02110
1920,1222416,"CANDLEWOOD SECURITIES, LLC",865845,600 SUPERIOR AVENUE E. SUITE 1800,"48 WALL STREET, 29TH FL.",CLEVELAND,OH,44114
1921,1222417,"NEAR EARTH, LLC",865846,945 WEST ROAD, ,NEW CANAAN,CT,06840
1922,1223022,"STANLEY LAMAN GROUP SECURITIES, LLC",865856,"1235 WESTLAKES DRIVE, SUITE 295", ,BERWYN,PA,19312
1923,1223023,"NORTHERN LIGHTS DISTRIBUTORS, LLC",865857,"4221 NORTH 203RD STREET, SUITE 100", ,ELKHORN,NE,68022
1924,1223025,"TITLEIST ASSET MANAGEMENT, LTD.",865859,777 E. SONTERRA BOULEVARD SUITE 330, ,SAN ANTONIO,TX,78258
1925,1223205,"X-CHANGE FINANCIAL ACCESS, LLC",865860,"440 S. LASALLE ST., SUITE 2900", ,CHICAGO,IL,60605
1926,1223207,CAYMUS SECURITIES LLC,865862,2727 PACES FERRY RD SE,"BUILDING 1, SUITE 1650",ATLANTA,GA,30339
1927,1223208,WAVEEDGE PARTNERS LLC,865863,5 RANCH ROAD,SUITE 200,WOODSIDE,CA,94062
1928,1223585,"COMPASS POINT RESEARCH & TRADING, LLC",865866,"1055 THOMAS JEFFERSON STREET, NW",SUITE 303,WASHINGTON,DC,20007
1929,1224260,"CAPFINANCIAL SECURITIES, LLC.",865870,"4208 SIX FORKS ROAD, SUITE 1700", ,RALEIGH,NC,27609
1930,1224384,"COLUMBUS ADVISORY GROUP, LTD.",865875,245 5TH AVENUE,14TH FLOOR,NEW YORK,NY,10016
1931,1224385,"WELLS FARGO SECURITIES, LLC",865876,"550 SOUTH TRYON STREET, 6TH FLOOR",D1086-060,CHARLOTTE,NC,28202
1932,1224656,"GLOBAL EXECUTION BROKERS, LP",865878,401 CITY AVENUE, ,BALA CYNWYD,PA,19004
1933,1225151,"THE STRATEGIC FINANCIAL ALLIANCE, INC.",865885,2200 CENTURY PARKWAY,SUITE 500,ATLANTA,GA,30345
1934,1225152,UOB GLOBAL EQUITY SALES LLC,865886,"592 FIFTH AVENUE, SUITE 602", ,NEW YORK,NY,10036
1935,1225155,HARDCASTLE TRADING USA L.L.C.,865889,"755 SECAUCUS ROAD, SUITE F1110",4TH FLOOR,SECAUCUS,NJ,07094
1936,1225460,"VELOCITY CLEARING, LLC",865894,1301 ROUTE 36,SUITE 109,HAZLET,NJ,07730
1937,1226201,GROTON SECURITIES LLC,865896,"600 THIRD AVENUE, OFFICE 231", ,NEW YORK,NY,10016
1938,1226350,"SILVER LEAF PARTNERS, LLC",865902,200 PARK AVENUE,FLOOR 17,NEW YORK,NY,10166
1939,1226831,"MID-MARKET SECURITIES, LLC",865905,24 JAMES ROAD, ,MOUNT KISCO,NY,10549
1940,1227914,LONGSHIP ALTERNATIVE ASSET MANAGEMENT,865914,14 CONCORD ROAD, ,PORT WASHINGTON,NY,11050
1941,1228096,"PLACE TRADE FINANCIAL, INC.",865915,6501 NEW MARKET WAY, ,RALEIGH,NC,27615
1942,1228823,"WEA INVESTMENT SERVICES, INC.",865926,PO BOX 7893, ,MADISON,WI,53707
1943,1228981,ERNST & YOUNG CORPORATE FINANCE (CANADA) INC.,865929,"100 ADELAIDE STREET WEST, EY TOWER",PO BOX 1,"TORONTO, ONTARIO", ,M5H 0B3
1944,1230108,BUCKRAM SECURITIES LTD,865939,21 CEDAR SWAMP ROAD,SUITE 4,GLEN COVE,NY,11542
1945,1230521,"BLUE VISTA CAPITAL, LLC",865941,353 N. CLARK ST.,SUITE 730,CHICAGO,IL,60654-3453
1946,1233018,"CEA ATLANTIC ADVISORS, LLC",865962,101 EAST KENNEDY BOULEVARD; SUITE 3300, ,TAMPA,FL,33602
1947,1234445,Q ADVISORS LLC,865975,999 18TH STREET,SUITE 1645,DENVER,CO,80202
1948,1235002,"PLANTE MORAN INSURANCE AGENCY SERVICES, LLC",865976,PO BOX 307, ,SOUTHFIELD,MI,48037-0307
1949,1235003,SHORT HILLS CAPITAL LLC,865977,101 E CAMINO REAL,#1021,BOCA RATON,FL,33432
1950,1235885,"STOUT CAPITAL, LLC",865979,150 WEST SECOND STREET,SUITE 400,ROYAL OAK,MI,48067
1951,1235887,UOB KAY HIAN (U.S.) INC.,865981,"SUITE 912, MUNICH RE CENTRE",390 BAY STREET,TORONTO,NJ,M5H 2Y2
1952,1237318,WHITEMARSH CAPITAL ADVISORS LLC,865988,795 ROUTE 70 E,SUITE E,MARLTON,NJ,08053
1953,1237947,DUNES SECURITIES CORPORATION,865990,12 NEW ORLEANS ROAD, ,HILTON HEAD ISLAND,SC,29928
1954,1238958,MOORELAND PARTNERS LLC,865994,787 7TH AVENUE,18TH FLOOR,NEW YORK,NY,10019
1955,1238959,PI FINANCIAL (US) CORP.,865995,1900-666 BURRARD STREET, ,VANCOUVER, ,V6C 3N1
1956,1239393,"COVINGTON ASSOCIATES, LLC",865997,99 SUMMER STREET,2ND FLOOR,BOSTON,MA,02110
1957,1239395,"DYNAMEX TRADING, LLC",865999,11 BROADWAY,SUITE 360,NEW YORK,NY,10004
1958,1240287,"KCD FINANCIAL, INC.",866005,3061 ALLIED STREET,SUITE B,GREEN BAY,WI,54304
1959,1241066,"CCG SECURITIES, LLC",866008,120 EAST DE LA GUERRA STREET, ,SANTA BARBARA,CA,93101
1960,1242565,"ESSEX FINANCIAL SERVICES, INC.",866015,P.O. BOX 999, ,ESSEX,CT,06426-0999
1961,1245233,"DNB MARKETS, INC.",866024,200 PARK AVENUE, ,NEW YORK,NY,10166-0396
1962,1246510,HAMILTON EXECUTIONS L.L.C.,866025,71 BROADWAY,STE 12 J,NEW YORK,NY,10006
1963,1249567,"GRADIENT SECURITIES, LLC",866032,4105 LEXINGTON AVENUE,SUITE 380,ARDEN HILLS,MN,55126
1964,1251636,"INVESTMENT NETWORK, INC.",866036,4639 WHIPPLE AVE NW, ,CANTON,OH,44718
1965,1252392,INNER CIRCLE SPORTS LLC,866043,441 LEXINGTON AVENUE, ,NEW YORK,NY,10017
1966,1252927,"SORRENTO PACIFIC FINANCIAL, LLC",866046,"10150 MEANLEY DRIVE, 1ST FLOOR", ,SAN DIEGO,CA,92131
1967,1253488,"WATERMARK ADVISORS, LLC",866048,P.O. BOX 26941, ,GREENVILLE,SC,29616
1968,1253489,"OPEN TO THE PUBLIC INVESTING, INC.",866049,1 STATE STREET PLAZA,10TH FLOOR,NEW YORK,NY,10004
1969,1253492,"GLADSTONE SECURITIES, LLC",866052,1521 WESTBRANCH DRIVE,SUITE 100,MCLEAN,VA,22102
1970,1254209,"ALVAREZ & MARSAL SECURITIES, LLC",866055,"600 MADISON AVE, 8TH FLOOR", ,NEW YORK,NY,10022
1971,1254211,"ROCKLAND SECURITIES, LLC",866057,87 BEECHWOOD ROAD, ,SUMMIT,NJ,07901
1972,1254218,"PARITER SECURITIES, LLC",866064,P.O. BOX 11852, ,SAN JUAN,PR,00922
1973,1254219,"GCA ADVISORS, LLC",866065,"ONE MARITIME PLAZA, 25TH FLOOR", ,SAN FRANCISCO,CA,94111
1974,1255331,"PRIMARY CAPITAL, LLC",866069,90 BROAD STREET 9TH FLOOR,SUITE 905,NEW YORK,NY,10004
1975,1257251,OPTIVER US LLC,866083,130 E. RANDOLPH STREET,SUITE 1300,CHICAGO,IL,60601
1976,1257437,"RUCKER CAPITAL PARTNERS, LLC",866084,6 MOUNT DRIVE, ,PERRINEVILLE,NJ,08535
1977,1257671,CARY STREET PARTNERS LLC,866085,901 EAST BYRD STREET,SUITE 1001,RICHMOND,VA,23219
1978,1258040,"AURUS ADVISORS, INC.",866089,156 RETREAT PLACE,SUITE 105,PONTE VEDRA BEACH,FL,32082
1979,1258312,"THE HINA GROUP, INC.",866091,27660 CENTRAL DRIVE,SUITE 2310,LOS ALTOS HILLS,CA,94022
1980,1258796,"HINES SECURITIES, INC.",866096,2800 POST OAK BOULEVARD,SUITE 4700,HOUSTON,TX,77056
1981,1259169,"FIRST PUBLIC, LLC",866105,12007 RESEARCH BLVD, ,AUSTIN,TX,78759
1982,1259170,"T CAPITAL FUNDING, LLC",866106,610 N. WYMORE ROAD,SUITE 120,MAITLAND,FL,32751
1983,1259484,"BOSTONIA GLOBAL SECURITIES, LLC",866108,699 BOYLSTON STREET,EIGHTH FLOOR,BOSTON,MA,02116
1984,1260218,"SYNERGY ADVISORS GROUP, LLC",866114,840 APOLLO STREET,SUITE 213,EL SEGUNDO,CA,90245
1985,1261267,"COADY DIEMAR PARTNERS, LLC",866123,1345 AVENUE OF AMERICAS,33RD FLOOR,NEW YORK,NY,10105
1986,1261467,"SG AMERICAS SECURITIES, LLC",866125,245 PARK AVENUE, ,NEW YORK,NY,10167
1987,1261468,ANCHOR ASSET MANAGEMENT LLC,866126,ONE EAST END AVENUE,SUITE 10A,NEW YORK,NY,10075
1988,1261664,"MAULDIN SECURITIES, LLC",866127,4809 WEST LOVERS LANE, ,DALLAS,TX,75209
1989,1261665,"RIDGEVIEW CAPITAL, LLC",866128,723 W PACIFIC AVENUE,SUITE 100,SALT LAKE CITY,UT,84104
1990,1262026,ANCHIN CAPITAL LLC,866133,"1375 BROADWAY, 18TH FLOOR", ,NEW YORK CITY,NY,10018
1991,1262743,NUMIS SECURITIES INC.,866139,575 FIFTH AVENUE,25TH FL,NEW YORK,NY,10017
1992,1263128,HRT EXECUTION SERVICES LLC,866143,"4 WORLD TRADE CENTER, 150 GREENWICH ST",FL 57,NEW YORK,NY,10007
1993,1263321,ARETE RESEARCH LLC,866145,15 BROAD ST.,1ST FLOOR,BOSTON,MA,02109
